id,human_readable_id,title,type,description,text_unit_ids,frequency,degree,x,y
ccbf1019-5cb3-4cc0-9cf8-fb09f2cc393a,10,声延迟线,硬件,第一代计算机的存储器件之一，用于存储数据但容量较小,[49d98befbfb0b66736710308a41963d2d12035ca279acbd2e88ee8f15a819f8264e88defbaca99186cc8925c189ddbec959c973f04af1dc36d1ddb972276c58a],1,1,0.0,0.0
702e0e50-ad6b-41a1-b437-f7bf9ea9e165,11,二进制,理论/概念,"<think>
好的，我现在需要处理用户提供的关于“二进制”的两个描述，生成一个全面的摘要。首先，我要仔细阅读这两个描述，看看它们的内容是否一致或者有没有矛盾的地方。

第一个描述提到“冯·诺依曼结构中用于表示指令和数据的数制系统”，第二个描述则是“计算机中用于表示数据和指令的数制系统，采用0和1两个符号进行运算和存储”。看起来两者都强调二进制在计算机中的作用，用于表示数据和指令，但第一个特别提到了冯·诺依曼结构，而第二个则更详细地说明了使用0和1进行运算和存储。

接下来，我需要确认这两个描述是否存在矛盾。冯·诺依曼结构确实是计算机体系结构中的一个重要概念，它使用二进制来表示指令和数据，所以第一个描述是正确的。第二个描述则补充了二进制的具体实现方式，即使用0和1。两者并不矛盾，而是互补的。因此，整合时需要将冯·诺依曼结构和二进制的基本特性结合起来。

然后，我需要确保摘要符合用户的要求：使用第三人称，包含实体名称，风格客观精炼，不超过500词。需要将两个描述的信息融合，同时解决可能的矛盾，但这里没有矛盾，所以直接整合即可。

可能的结构是先定义二进制，然后说明其在冯·诺依曼结构中的应用，接着提到其使用0和1进行运算和存储。这样既涵盖了两个描述的内容，又保持了逻辑连贯。

最后检查是否符合字数限制，确保没有遗漏关键信息，并且语言简洁专业。确认无误后，就可以生成最终的摘要了。
</think>

**二进制**是计算机系统中用于表示数据和指令的核心数制系统，其基础由0和1两个符号构成，能够通过不同位组合实现信息的编码、存储与运算。作为冯·诺依曼结构的基石，二进制在计算机体系中承担着双重功能：既用于存储程序指令，也用于处理各类数据。该数制系统通过逻辑运算（如与、或、非）和算术运算（如加、减）的组合，为计算机硬件实现复杂计算提供了底层支持。冯·诺依曼架构中，二进制的采用使得指令和数据在存储器中以统一格式存在，从而实现了程序控制与数据处理的分离，为现代计算机的通用性和可编程性奠定了基础。其二进制特性还简化了电子电路的设计，因0和1可直接对应电路的开断状态，显著提升了系统的稳定性和可扩展性。二进制的普及应用标志着计算机从模拟信号向数字信号的转型，成为信息时代的核心技术基础。","[49d98befbfb0b66736710308a41963d2d12035ca279acbd2e88ee8f15a819f8264e88defbaca99186cc8925c189ddbec959c973f04af1dc36d1ddb972276c58a, 3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]",2,6,0.0,0.0
ecb05089-2fcb-49b2-954e-c5d97e9ed000,12,汇编语言,软件,早期计算机编程语言的一种，比机器语言更接近人类语言，但需要转换为机器码执行,[49d98befbfb0b66736710308a41963d2d12035ca279acbd2e88ee8f15a819f8264e88defbaca99186cc8925c189ddbec959c973f04af1dc36d1ddb972276c58a],1,4,0.0,0.0
9af6eb7e-ddbe-4094-84b4-5c9af783f3af,13,TRADIC,硬件,贝尔实验室于1954年研制的晶体管计算机，是第二代计算机的代表之一,[49d98befbfb0b66736710308a41963d2d12035ca279acbd2e88ee8f15a819f8264e88defbaca99186cc8925c189ddbec959c973f04af1dc36d1ddb972276c58a],1,1,0.0,0.0
839e439d-a6aa-4423-93c5-3bd7eabfcf7c,14,戈尔斯坦,"","",[49d98befbfb0b66736710308a41963d2d12035ca279acbd2e88ee8f15a819f8264e88defbaca99186cc8925c189ddbec959c973f04af1dc36d1ddb972276c58a],1,2,0.0,0.0
2f993e9a-4154-45e9-beda-aceb885ef085,15,磁鼓,"","",[49d98befbfb0b66736710308a41963d2d12035ca279acbd2e88ee8f15a819f8264e88defbaca99186cc8925c189ddbec959c973f04af1dc36d1ddb972276c58a],1,1,0.0,0.0
b1ad5e75-aa2d-4ed1-8d3f-f025b89cc879,16,摩尔定律,理论/概念,由戈登·摩尔提出，预测每18个月集成度翻一番、速度提高一倍、价格降低一半的半导体发展规律,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,3,0.0,0.0
28c3781d-11db-4a5e-94e8-a6328ad86a1b,17,戈登·摩尔,个人,Intel公司创始人之一，1965年提出摩尔定律的预测）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,1,0.0,0.0
fe842dad-71fb-4cc1-b4f7-0798215e8b0f,18,冯·诺依曼结构,理论/概念,计算机体系结构的基本思想，包括存储程序、由运算器、控制器、存储器、输入/输出设备组成，使用二进制表示指令和数据）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,5,0.0,0.0
f0be547d-9dcd-4a79-b1ca-6e9224943594,19,中央处理器(CPU),硬件,计算机的核心部件，包含数据通路和控制器，用于指令执行）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,5,0.0,0.0
43148947-fc06-4301-bf58-d26678326ca0,20,算术逻辑部件(ALU),硬件,CPU的组成部分，执行算术和逻辑运算）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,1,0.0,0.0
bcccc82a-f0ef-426f-a0c8-84895bcd56e4,21,通用寄存器,硬件,CPU的组成部分，暂存操作数或执行结果）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,1,0.0,0.0
4b3a4316-b031-4eb6-988c-fa2f6a70de3a,22,存储器,硬件,"<think>
好的，我现在需要处理用户提供的关于“存储器”的摘要生成任务。首先，我要仔细阅读用户的要求，确保完全理解他们的需求。用户希望生成一个全面、客观、精炼的摘要，整合所有描述中的有效信息，解决可能的矛盾，并且使用第三人称，包含实体名称，控制在500词以内。

首先，看看提供的数据。实体是“存储器”，描述列表有两个条目：“计算机中用于存储数据和程序的物理介质，包括内存和外存”和“计算机的基本组成部分，用于存储数据和指令”。这两个描述都涉及存储器的功能，但第一个提到了内存和外存，而第二个则更笼统地说是基本组成部分，存储数据和指令。

接下来，我需要整合这两个描述。首先，确认存储器是计算机的基本组成部分，这是两个描述都提到的。然后，第一个描述提到物理介质，包括内存和外存，而第二个描述没有提到这些分类，但提到了存储数据和指令。需要将这两部分结合起来，确保没有遗漏。

可能的矛盾点在于，第二个描述没有明确提到内存和外存，但第一个描述有。不过，这并不矛盾，因为第二个描述是更一般的说法，而第一个是更具体的分类。因此，在摘要中应该将两者结合起来，说明存储器作为基本组成部分，包括内存和外存，用于存储数据和指令。

另外，用户要求解决矛盾，但这里没有明显的矛盾，只是信息的补充。因此，整合后的摘要应该涵盖所有信息，同时保持客观和精炼。需要确保使用第三人称，比如“存储器是计算机的基本组成部分”，而不是“我”或“我们”。

还要注意术语的一致性，比如“内存”和“外存”是否需要进一步解释？不过用户可能希望保持简洁，所以可能不需要展开。另外，检查是否有重复的信息，比如两个描述都提到存储数据，但第二个提到“指令”，所以需要合并这些点。

最后，确保摘要长度在500词以内，但用户提供的例子中输出可能更短，所以需要精炼。可能的结构是：定义存储器，说明其作为基本组成部分，分类为内存和外存，功能是存储数据和指令，可能的作用等。

现在，将这些思考整合成一个连贯的摘要，确保所有信息都被涵盖，没有矛盾，并且符合用户的所有要求。
</think>

存储器是计算机系统的基本组成部分，作为用于存储数据、程序及指令的物理介质，其功能贯穿计算机运行的全过程。根据存储原理与用途差异，存储器可分为内存（主存储器）与外存（辅助存储器）两大类。内存以半导体器件为核心，具备高速读写特性，用于临时存储运行中的程序与数据；外存则依赖磁性、光学或固态存储技术，提供大容量持久化存储，用于长期保存操作系统、应用软件及用户文件。两类存储介质协同工作，内存负责与CPU直接交互以保障运算效率，外存通过层级化存储架构实现数据的归档与检索。存储器的设计需平衡容量、速度、成本与可靠性等参数，其技术演进直接推动计算机性能提升，例如从磁芯存储器到动态随机存取存储器（DRAM），再到固态硬盘（SSD）的迭代，均体现了存储技术对计算范式的深远影响。作为计算机体系结构的核心要素，存储器的存取机制与容量规模持续影响着计算设备的性能边界与应用场景拓展。","[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62, 114fd06a285e27d407527ea0eea99afe0f8bf93aa822c0eb89f3a6a0dc1a39f285f4516360d65820a65f460fe0a3b13d9c458031072d8316a445557ec8daaead]",2,2,0.0,0.0
40221de6-c538-4474-aded-ccf15e0b49c8,23,输入/输出设备,硬件,计算机的基本组成部分，用于与外部交互）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,2,0.0,0.0
c97e68ee-53f3-4407-a0dd-3781fc05c1d4,24,操作码,理论/概念,"<think>
好的，我现在需要处理用户提供的关于“操作码”的数据，并生成一个全面的摘要。首先，我要仔细阅读用户的要求，确保理解每一个细节。用户希望将多个描述整合成一个单一、全面的摘要，解决可能的矛盾，并保持客观、精炼的风格，类似于技术词典。

首先，分析提供的描述列表。三个描述都涉及操作码的定义，但侧重点略有不同。第一个描述提到“二进制编码”和“决定指令执行的具体操作”，第二个提到“与当前状态共同决定下一状态”，第三个则更简洁，指出是“指令的组成部分，指出操作类型”。需要将这些信息整合，同时注意是否有矛盾。

注意到第一个描述提到“二进制编码”，而第二个没有明确说明编码类型，但可能隐含在指令中。需要确认是否所有描述中的“编码”是否指同一类型，可能需要统一为“二进制编码”以保持一致性。另外，第二个描述提到“与当前状态共同决定下一状态”，这可能涉及状态机或指令执行过程中的状态转换，需要将这一点融入摘要，说明操作码在状态转换中的作用。

接下来，检查是否有矛盾。三个描述都确认操作码是指令的一部分，用于标识操作类型，没有明显矛盾。第二个描述补充了操作码与状态的关系，这可能是在特定上下文中（如状态机或处理器设计）的作用，需要明确说明。

然后，考虑如何组织语言。摘要需要包含实体名称“操作码”，并客观描述其定义、组成部分、作用，以及可能涉及的状态转换。需要确保所有有效信息都被涵盖，同时保持简洁，不超过500词。

可能的结构：首先定义操作码是什么，作为指令的组成部分，用于标识操作类型。接着说明其编码形式（二进制），然后提到其在决定指令执行操作中的作用，以及在状态转换中的角色。最后，可能需要指出其在计算机体系结构中的重要性。

需要确保用词准确，如“二进制编码”是否正确，是否所有描述都支持这一点。第三个描述没有提到编码类型，但前两个有，可能需要统一。可能需要指出操作码是二进制编码，作为指令的一部分，决定操作类型，并与当前状态共同决定下一状态。

最后，检查是否符合技术词典的风格，避免主观语言，保持客观，使用第三人称，确保所有信息整合无遗漏，矛盾已解决。
</think>

**操作码**是计算机指令系统中用于标识操作类型的二进制编码，作为指令的核心组成部分，其主要功能是确定指令执行的具体操作。操作码通过与当前处理器状态的交互，共同决定指令执行后的下一状态，从而实现程序流程的控制与数据处理。在指令结构中，操作码通常位于指令的高位部分，其编码形式直接对应于处理器支持的指令集架构（ISA）。不同操作码对应不同的操作类型，例如算术运算、逻辑运算、数据传输或控制转移等。操作码的设计需与硬件逻辑保持一致，确保指令能够被正确解码和执行。在状态机模型中，操作码与当前状态共同构成状态转移的依据，影响处理器后续行为。操作码的长度和编码方式（如固定长度或可变长度）取决于具体指令集的设计目标，例如RISC架构通常采用固定长度操作码以提高解码效率，而CISC架构可能采用可变长度以支持更复杂的指令功能。操作码的定义与实现是计算机体系结构设计的关键环节，直接影响指令执行效率、硬件复杂度及程序兼容性。","[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62, 686c2502be89fede5b418ff6ce39b13d1a35edf9906732bd576187b4334714f8a39c2ac112994a66e83a0f9599b99af5de1f006745c079569d0323addf903b3b, f929eb987a0515992a6822dccb8a91d516f8711cd78d515e14180213d4cb38f6ff56594b7ce9f9d52393a94a69875dc1b5a5c292178713e96786bf0f7cfa86bf]",3,4,0.0,0.0
193dd50f-6639-4b9e-8738-3b1e78100d1d,25,地址码,理论/概念,指令的组成部分，指出操作数的地址）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,1,0.0,0.0
618b0a15-9b29-4900-b605-1673d6138ff7,26,INTEL4004,硬件,20世纪70年代初的微处理器，集成2000个晶体管）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,1,0.0,0.0
a77b5d6f-fcfb-48f4-9a4f-211c6fcc399f,27,超大规模集成电路(VLSI),"","",[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,1,0.0,0.0
d49e7272-ec2a-4378-b64f-6df2412a1a32,28,计算机系统,"","",[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,3,0.0,0.0
8f854da0-0c3c-4148-8564-08d3af1aba3f,29,指令,理论/概念,"
由操作码和地址码组成的计算机执行操作的命令）",[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,3,0.0,0.0
53e5da84-c739-4c99-a5d2-31d419610c25,30,软件,软件,"<think>
好的，我现在需要处理用户提供的关于“软件”的两个描述，生成一个全面的摘要。首先，我要仔细阅读这两个描述，确保理解每个部分的内容。

第一个描述提到软件是计算机系统的非物理部分，包括系统软件和应用软件。第二个描述则说软件是运行在计算机硬件上的程序、数据及相关文档的集合。看起来两者都强调软件的非物理性和组成部分，但第二个描述还提到了数据和文档，而第一个可能更侧重于分类。

接下来，我需要整合这两个描述，确保没有遗漏信息。用户要求解决可能的矛盾，但这里似乎没有明显的矛盾，只是侧重点不同。系统软件和应用软件属于软件的分类，而程序、数据、文档则是软件的组成部分。因此，摘要需要将这两方面结合起来。

然后，我要注意使用第三人称，保持客观和精炼，符合技术词典的风格。需要包含实体名称“软件”，并确保上下文完整。还要检查字数，控制在500词以内，不过用户给的例子已经很简洁，可能不需要太多扩展。

可能需要注意术语的一致性，比如“非物理部分”和“运行在硬件上”是否需要合并或解释。另外，是否需要明确系统软件和应用软件的例子，但用户没有提供，所以可能不需要。最后，确保逻辑连贯，没有重复，信息全面。
</think>

**软件**是计算机系统中非物理组成部分的总称，涵盖系统软件与应用软件两大类，由程序、数据及相关文档构成的集合。其核心功能是通过指令集与数据处理实现对计算机硬件资源的控制与利用。系统软件负责管理硬件资源及提供基础运行环境（如操作系统、驱动程序），而应用软件则面向特定任务或用户需求（如办公软件、行业专用工具）。软件的运行依赖于计算机硬件平台，但其本质为逻辑性存在，通过代码形式存储于存储介质中。文档作为软件的重要组成部分，包含设计说明、用户手册及维护指南，确保软件的可理解性与可持续性。软件与硬件共同构成完整计算机系统，二者协同实现信息处理与功能执行。该定义整合了软件的结构分类、组成要素及功能属性，形成对软件概念的全面描述。","[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62, 28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]",2,3,0.0,0.0
3b729564-d204-4246-9bef-36e450421d05,31,总线,硬件,计算机内部用于连接各个部件的通信通道）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,1,0.0,0.0
ce8c484e-37c8-4210-b836-986af3cfeb48,32,I/O控制器,硬件,管理输入/输出设备与CPU之间数据传输的硬件组件）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,1,0.0,0.0
d02611a7-2c0d-4d95-a502-a64dd7f9afb7,33,程序,理论/概念,由多条指令组成的序列，用于指挥计算机执行特定任务）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,3,0.0,0.0
7936c080-9871-499b-8843-d5854951009b,34,数据通路,硬件,"<think>
好的，我现在需要处理用户提供的关于“数据通路”的描述，生成一个全面的摘要。首先，我要仔细阅读用户的要求，确保理解所有细节。用户希望摘要要全面，整合所有描述中的有效信息，解决可能的矛盾，并且用第三人称，包含实体名称，风格要专业、精炼，像技术词典一样，控制在500词以内。

首先，我需要分析提供的四个描述。第一个描述提到数据通路是CPU中负责数据传输和处理的物理路径。第二个描述指出是处理器中用于传输数据的路径，是多周期CPU的重要组成部分。第三个描述提到流水线中用于传输数据和控制信号的物理路径，并提到图6.18和6.19。第四个描述说明计算机中用于传输数据的物理路径，包含ALU、寄存器、多路选择器等组件。

接下来，我需要整合这些信息。首先，数据通路的定义在多个描述中都有涉及，但需要统一。比如，有的描述提到CPU，有的提到处理器，有的提到计算机，可能需要统一为“计算机系统”或“处理器”作为实体。不过用户给出的实体是“数据通路”，所以需要保持一致性。

然后，注意不同描述中的组成部分。第四个描述提到了ALU、寄存器、多路选择器，而其他描述可能没有提到这些，需要将这些组件包含进去。同时，第三个描述提到了流水线中的数据和控制信号，这可能需要在摘要中说明数据通路在流水线中的作用。

可能存在矛盾的地方是，有的描述提到多周期CPU，有的提到流水线，这可能属于不同的CPU设计类型，需要说明数据通路在不同架构中的应用。例如，多周期CPU和流水线CPU中的数据通路可能有不同的结构，但都是用于传输数据和控制信号。

需要确保摘要中涵盖所有关键点：定义、组成部分、在不同CPU架构中的作用（多周期、流水线）、包含的组件（ALU、寄存器等），以及可能的图示参考（如图6.18和6.19）。同时，要避免重复，用简洁的语言整合信息。

最后，检查是否符合风格要求：客观、精炼，使用第三人称，包含实体名称，没有使用Markdown格式，字数控制在500词以内。可能需要调整句子结构，确保流畅和逻辑一致。
</think>

数据通路是计算机系统中用于传输数据和控制信号的物理路径，是处理器执行指令和处理数据的核心组成部分。其功能涵盖数据传输、算术逻辑运算及控制信号传递，广泛存在于多周期CPU和流水线架构中。在多周期CPU中，数据通路作为关键模块，负责在多个时钟周期内协调寄存器、算术逻辑单元（ALU）及多路选择器等组件的协同工作；在流水线架构中，数据通路不仅传输数据，还承担控制信号的传递任务，如图6.18和图6.19所示。其物理实现通常包含寄存器组、ALU、多路选择器、数据总线及控制单元等硬件组件，构成完整的数据处理链路。数据通路的设计直接影响处理器的性能，需在不同架构中平衡时序控制与并行处理能力。通过优化数据通路的结构，可提升指令执行效率，降低数据传输延迟，是计算机体系结构设计中的核心议题。","[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62, f929eb987a0515992a6822dccb8a91d516f8711cd78d515e14180213d4cb38f6ff56594b7ce9f9d52393a94a69875dc1b5a5c292178713e96786bf0f7cfa86bf, 274efe19643e16cc9e9dc1f4c93e7a3cf1b305c173ab99e6d51eeac4555b5a873d522ff12941ceb020929d4eb56b9c50fc27133877b6a17a867124f12c88eba7, d7e2435757e7e3cae2eb0a6a9859f4dc23213f5cbd736968820bd2b033e3263c864445850babd21571031b84f79d13a3b9084c8862bb0b150d1c2816e58e5c8b]",4,7,0.0,0.0
68c47842-8dd2-4756-b728-417b2f07c741,35,控制器,硬件,CPU中负责指令译码和生成控制信号的部件）,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,1,0.0,0.0
d0d73438-1393-4387-bd42-4a3c41e7fcc9,36,硬件,"","","[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62, 76977b370c74f6d71549f50df496daadb4ef8c5f840b56ddbfaf4590d978a521b938474d9f679e894ccdde124a92401e305dc050a959e089c58a532ae22a5527]",2,3,0.0,0.0
6f1fd03e-06cf-49bd-9ece-0233e336f6fa,37,计算机硬件,"","",[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62],1,1,0.0,0.0
123acbad-40f8-41d7-bd66-3ba332573424,38,编程语言,理论/概念,分为高级语言和低级语言，与自然语言不同，有严格的执行顺序,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129],1,3,0.0,0.0
4eaebadf-07af-47f1-9b57-51d780e5df3c,39,高级语言,理论/概念,与底层计算机结构无关，大部分编程语言属于此类,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129],1,4,0.0,0.0
7845ceb8-6bc6-457f-9e6a-6bca9a11d90b,40,低级语言,理论/概念,与计算机底层结构密切相关，通常称为机器级语言,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129],1,3,0.0,0.0
9fa73567-46ef-4a34-95f4-86ebf214e691,41,机器语言,技术/框架,用二进制编码的机器指令，每条指令是0/1序列,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129],1,2,0.0,0.0
336b1669-f12f-4a85-908c-0dc569665b39,42,语言处理系统,技术/框架,包含转换程序的软件开发工具，用于将高级语言转换为机器语言,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129],1,2,0.0,0.0
6fe3600f-4bc8-4c32-87b4-3acff5c3b994,43,翻译程序,技术/框架,将一种编程语言程序转换为等价的另一种编程语言程序,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129],1,4,0.0,0.0
8f0c2d6b-d47a-459a-a33f-d3fbf8fadaf0,44,汇编程序,技术/框架,将汇编语言源程序翻译成机器语言目标程序,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129],1,2,0.0,0.0
e65fd8a2-9c70-44b9-89c4-935121e4d28c,45,解释程序,技术/框架,将源程序逐条翻译成机器指令并立即执行,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129],1,2,0.0,0.0
83923b53-0b6f-4c92-bd82-41ea5c03c1cb,46,编译程序,技术/框架,将高级语言源程序翻译成汇编语言或机器语言目标程序,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129],1,3,0.0,0.0
5ca9f9d6-7f98-4f6c-b31c-d9a604711f57,47,操作系统,技术/框架,对计算机底层结构和硬件的抽象，构成虚拟机,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129],1,11,0.0,0.0
