id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
d16889be-74c5-404b-a308-e2e1a351cba3,13,冯·诺依曼,戈尔斯坦,戈尔斯坦将冯·诺依曼介绍加入ENIAC研制组,9.0,6,[49d98befbfb0b66736710308a41963d2d12035ca279acbd2e88ee8f15a819f8264e88defbaca99186cc8925c189ddbec959c973f04af1dc36d1ddb972276c58a]
72555305-61b3-44b5-838c-a47deee475aa,14,第一代计算机,汇编语言,第一代计算机后期使用汇编语言进行编程，提高了编程效率,8.0,6,[49d98befbfb0b66736710308a41963d2d12035ca279acbd2e88ee8f15a819f8264e88defbaca99186cc8925c189ddbec959c973f04af1dc36d1ddb972276c58a]
3dc99062-1567-4d56-9d54-5a1e52ba3d28,15,摩尔定律,超大规模集成电路(VLSI),摩尔定律描述了VLSI集成电路集成度和性能的发展规律,9.0,4,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
0ddb37ed-0f35-45ef-a838-78ba7df06d6e,16,摩尔定律,戈登·摩尔,戈登·摩尔是摩尔定律的提出者,10.0,4,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
77b65c23-8d26-4853-8807-1863087804e8,17,摩尔定律,INTEL4004,Intel4004是摩尔定律早期实践的典型案例,1.0,4,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
0db7b24b-3254-4d1c-b201-b269db6e23b2,18,冯·诺依曼结构,计算机系统,"现代计算机系统普遍遵循冯·诺依曼结构
现代计算机硬件普遍遵循冯·诺依曼结构",20.0,8,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
241ab9b8-be11-4a0d-8192-55e775afb29a,19,冯·诺依曼结构,中央处理器(CPU),CPU是冯·诺依曼结构中运算器和控制器的物理实现,9.0,10,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
27235f76-ed43-4701-b824-0c26b0b2bdbc,20,冯·诺依曼结构,存储器,"存储器是冯·诺依曼结构中存储器部件的物理实现
存储器是冯·诺依曼结构中存储部件的物理实现",20.0,7,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
11951b22-3b71-4c19-9531-b21b594556fe,21,冯·诺依曼结构,输入/输出设备,输入/输出设备是冯·诺依曼结构中输入/输出部件的物理实现,20.0,7,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
f880625f-ade3-4405-9223-ad79175b577d,22,冯·诺依曼结构,二进制,冯·诺依曼结构使用二进制表示指令和数据,10.0,11,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
2fe84eed-c410-436f-9ff0-b481f77b0045,23,中央处理器(CPU),算术逻辑部件(ALU),ALU是CPU数据通路的核心组成部分,10.0,6,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
ecf64e53-d78a-4edb-8b60-ea7c45e98eb6,24,中央处理器(CPU),通用寄存器,通用寄存器是CPU数据通路的重要组成部分,10.0,6,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
fcea7ead-176a-41ae-b5c1-e5c3ad4a2fe6,25,中央处理器(CPU),数据通路,数据通路是CPU的核心组成部分,10.0,12,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
b1016042-fbb8-44a3-b21d-dbf97e5a9ad3,26,中央处理器(CPU),控制器,控制器是CPU的核心组成部分,10.0,6,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
e30d0f44-230b-4346-abd5-894612415cd6,27,输入/输出设备,I/O控制器,I/O控制器管理输入/输出设备的数据传输,1.0,3,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
96fcd026-b266-4400-ab21-492724a8aadb,28,操作码,指令,"操作码是构成指令的核心部分，定义操作类型
操作码是构成指令的必要组成部分，用于指定操作类型",19.0,7,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
26ac086a-3aaf-4b7e-9753-95f2d5dfcd02,29,地址码,指令,"地址码是构成指令的必要组成部分，用于指定操作数地址
地址码是构成指令的必要部分，定义操作数位置",19.0,4,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
e865d991-5ec9-4c9e-9ab6-81c53590d8d5,30,计算机系统,硬件,计算机系统包含硬件作为其物理组成部分,10.0,6,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
af646444-8318-4808-9198-347b1c7acdfd,31,计算机系统,软件,计算机系统包含软件作为其逻辑组成部分,10.0,6,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
b5d1017d-92db-46aa-aeae-510cc2dbb1fe,32,指令,程序,程序由多条指令按顺序组成,9.0,6,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
c210f7e1-4324-40f1-bcb2-cd7e01d76837,33,总线,计算机硬件,总线是计算机硬件中连接各部件的关键组件,9.0,2,[3342edfd30cddb26411fc82e9f95a15fe26dfaf5a548af49744dc8ab68d963c65ec1bd3aea8312726abfd4f662907e84095d28a4849eed37df591e2932ad5e62]
e295aefd-ad58-44b6-b59e-ec706688d0fd,34,程序,算法,算法被转换为程序，程序是算法的实现,9.0,9,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
7aee2324-7432-40f7-aa27-f92433c27b75,35,程序,编程语言,程序是用编程语言编写的，编程语言定义程序的结构,9.0,6,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
12e6b7e6-b3fa-4641-bb71-f640d2d0a2dd,36,编程语言,高级语言,高级语言是编程语言的一种分类,8.0,7,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
d81015fe-6f2e-4792-8361-743518dd55be,37,编程语言,低级语言,低级语言是编程语言的另一种分类,8.0,6,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
abfa6eec-8ec4-415e-85e7-1359bff8da9d,38,高级语言,编译程序,编译程序将高级语言源程序转换为机器语言,9.0,7,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
d6b8b701-d662-4eb4-a90d-cb2ee7824d17,39,高级语言,解释程序,解释程序处理高级语言源程序,9.0,6,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
0d493f57-2dc1-4c5a-af58-78e83ecd5a7e,40,高级语言,指令集体系结构,指令集体系结构与高级语言的抽象层次相关,1.0,7,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
eac22db4-8280-4dec-be25-48e85ed59fdb,41,低级语言,机器语言,机器语言是低级语言的一种，用二进制编码,9.0,5,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
2362efc3-b95c-4304-8cd1-323702909d3c,42,低级语言,汇编语言,汇编语言是低级语言的一种，用符号表示,9.0,7,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
d23c6149-07e6-42c9-9c5f-a2693535c651,43,机器语言,指令集体系结构,指令集体系结构涉及机器语言的指令编码,8.0,5,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
62748ede-bfa4-451c-9ae8-7daf1feb4905,44,汇编语言,汇编程序,汇编程序处理汇编语言源程序,9.0,6,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
e79b64f0-8d31-486f-98c5-e839a2ee350e,45,汇编语言,指令集体系结构,指令集体系结构涉及汇编语言的符号表示,8.0,7,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
3200348e-3e9e-458c-927d-e0edbd5c9019,46,语言处理系统,翻译程序,语言处理系统包含翻译程序，用于程序转换,9.0,6,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
039857f9-4408-4596-ad21-82f1a4bda60e,47,语言处理系统,操作系统,语言处理系统必须在操作系统环境中运行,9.0,13,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
f00951fa-c3bb-4fba-8392-97a1fd231b96,48,翻译程序,汇编程序,汇编程序是翻译程序的一种，用于汇编语言到机器语言的转换,9.0,6,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
9ee058e2-2e73-45aa-b6c6-aa6483654edb,49,翻译程序,解释程序,解释程序是翻译程序的一种，用于逐条执行源程序,9.0,6,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
f71537f8-eb2f-46a9-902a-1f2ef25578bb,50,翻译程序,编译程序,编译程序是翻译程序的一种，用于高级语言到机器语言的转换,9.0,7,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
c163c231-6122-4642-ba15-cf16c7d92a6a,51,操作系统,虚拟机,操作系统提供虚拟机环境，抽象底层硬件,10.0,12,[c0ca69e8ff1de9d8818a7f82b8590e487dc606885998d1188b419abfb833e871ea603ee43a75681044146c1f11a9cab6461200a56f1c0c54881afbb6945d6129]
60cce8ce-ca4e-404e-a596-23a7b2a4390e,52,编译器,系统软件,编译器是系统软件的一部分，直接在ISA上实现,9.0,8,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
db3876db-63bf-4ff8-8469-a2317a52aaab,53,系统管理员,操作系统虚拟机,系统管理员在操作系统虚拟机层管理计算机资源,9.0,3,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
28ee5239-f670-4ecd-9db5-4e3f5986db37,54,应用程序员,高级语言虚拟机,应用程序员工作在高级语言虚拟机层，使用高级语言开发程序,9.0,3,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
87126b2f-6570-4cd4-b60a-41be52038278,55,系统程序员,系统软件,系统程序员开发和维护系统软件，如编译器和操作系统,9.0,3,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
73ec4480-a417-44ea-8179-67a2e774ed9d,56,硬件,ISA,ISA位于硬件和软件的交界面上，直接与硬件交互,10.0,6,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
944157a7-076e-42f2-ac95-5405f2011f48,57,软件,ISA,软件通过ISA与硬件交互，ISA是软件执行的基础,10.0,6,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
37fb8e58-f238-49cf-b205-e42d8f2bd5eb,58,软件,操作系统,操作系统是软件的一种，属于系统软件范畴,10.0,14,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
094b7b07-7985-42d9-bd64-66de71459b48,59,ISA,机器语言程序员,机器语言程序员直接操作ISA层面的指令系统,9.0,4,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
d5a1c783-a6ff-4f6c-b779-8cda0b5edd8e,60,操作系统虚拟机,透明性,操作系统虚拟机对系统管理员隐藏底层硬件细节，体现透明性,8.0,3,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
10f15930-373c-46be-b4be-f748d2134781,61,高级语言虚拟机,高级语言程序员,高级语言程序员在高级语言虚拟机层开发程序,9.0,3,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
c79a4c8f-652c-4808-96d5-9f796491251e,62,预处理,编译,预处理是编译过程的前置步骤，处理源代码中的宏和包含指令,8.0,3,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
e3bba70f-bc06-4cb9-8781-d8f229ffd7ed,63,编译,汇编,编译生成汇编代码，汇编进一步转换为机器语言,9.0,4,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
1adabac1-fb35-48ab-adf6-8fc46aaa646a,64,汇编,链接,汇编生成目标文件，链接将目标文件与库文件合并生成可执行文件,9.0,3,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
f25320d7-aff5-444f-a044-e321e60306f6,65,源程序,可执行程序,源程序经过预处理、编译、汇编和链接后生成可执行程序,10.0,5,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
d8dd7fce-b70e-47cb-997b-daa9d395f088,66,源程序,ASCII码,源程序以ASCII码形式存储，每个字符对应一个十进制值,8.0,4,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
3250ad95-b1ef-4fb1-b6ba-635ca8a8659c,67,源程序,程序开发,程序开发过程始于源程序的编写，涉及多个步骤,9.0,5,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
cb4a822e-447d-4a2f-8d58-b3a9356f8278,68,可执行程序,程序开发,程序开发的最终目标是生成可执行程序,10.0,4,[28045a8e69c5648057d0c928988976b1ab64d979bae649d523c1ff25f99fed7c44eb7cd375096e1e17a88a5a333c820e86a2d01cf1867b9df7399e91f2a0633c]
3bc286d7-2ac9-4b50-8902-5a397142c2eb,69,时钟频率,时钟周期,时钟频率是时钟周期的倒数，二者存在直接数学关系,10.0,11,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
c9766d4c-b171-41bf-accc-1f1311b2f8be,70,时钟频率,用户CPU时间,用户CPU时间与时钟频率成反比关系,1.0,10,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
7aa87ac8-93db-485a-aa5c-e6c09ada4d77,71,CPI,程序总时钟周期数,程序总时钟周期数由指令条数和CPI相乘得出,10.0,25,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
c278612a-067b-493b-b4fd-1cc0aef8ebce,72,CPI,时钟周期,CPI的计算需要结合时钟周期数和指令执行时间,8.0,28,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
cfcb4441-d048-4d2e-985a-a4aab4901485,73,用户CPU时间,时钟周期,用户CPU时间的计算公式包含时钟周期作为关键参数,9.0,15,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
f1728f42-0598-41b6-8b29-6ac2f3383da5,74,用户CPU时间,程序总时钟周期数,用户CPU时间与程序总时钟周期数成正比关系,9.0,12,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
e5f38477-9113-493d-9e4e-fd4c27b76cf1,75,用户CPU时间,CPU,用户CPU时间是衡量CPU执行程序效率的核心指标,1.0,13,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
32d25ab8-d00f-4549-8f26-7d7acfe3e6c3,76,用户CPU时间,系统性能,系统性能与用户CPU时间成反比，但受其他硬件组件影响,7.0,9,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
8333c8b6-921d-4e21-b2c9-fd1a15d2ff3d,77,用户CPU时间,综合CPI,用户CPU时间与综合CPI成正比关系,9.0,10,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
c27d928b-148e-4249-88a1-361aa6b16449,78,用户CPU时间,程序总指令条数,用户CPU时间与程序总指令条数成正比关系,9.0,10,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
8f65533e-dd34-4efa-ad6c-98cb093d7c8c,79,系统性能,CPU性能,系统性能包含CPU性能但不等价，两者存在部分重叠关系,7.0,3,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
0f6fac45-8057-413b-b243-5e8cacd1d285,80,程序总时钟周期数,程序总指令条数,程序总时钟周期数由程序总指令条数和CPI共同决定,10.0,8,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
e30ca449-bb9b-4e65-9974-bfd8ea4494c6,81,程序总时钟周期数,综合CPI,程序总时钟周期数等于程序总指令条数乘以综合CPI,10.0,8,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
612e1252-5783-4c3f-b221-bd65dae339b3,82,程序总时钟周期数,时钟周期,程序总时钟周期数由时钟周期数和指令执行次数共同决定,8.0,13,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
3dbfed0d-0b20-4b7c-aacf-e017a9417449,83,综合CPI,程序总指令条数,综合CPI的计算需要程序总指令条数作为权重基数,9.0,6,[ad6b6ddd3259c940235728e6ade32a00a1d124cc673224550b4919e3c73f69d068ffa86975872a19241a0c11e2b2b2e38bea38f22d6cf3d7f6584d0b8f4e4b89]
d11847e0-17c6-4daa-87d2-369d6a7ee809,84,机器M1,CPI,机器M1的CPI值在不同指令类型中存在差异,1.0,22,[fcd20e6478cb21252e55819e879f230b77439a5e558abe106c82c7095a81c3b3526234f5c0863c2be4f17d5cc2787b68d98fa0bf9ba708731f1e1b6e231b690d]
4fb6c7ed-b19b-4a06-91f8-f82348af5c47,85,机器M1,0.8NS,机器M1的时钟周期为0.8纳秒,1.0,3,[fcd20e6478cb21252e55819e879f230b77439a5e558abe106c82c7095a81c3b3526234f5c0863c2be4f17d5cc2787b68d98fa0bf9ba708731f1e1b6e231b690d]
ecab7459-dac0-4138-884e-b72faee14470,86,机器M2,CPI,机器M2的CPI值在不同指令类型中存在差异,1.0,22,[fcd20e6478cb21252e55819e879f230b77439a5e558abe106c82c7095a81c3b3526234f5c0863c2be4f17d5cc2787b68d98fa0bf9ba708731f1e1b6e231b690d]
e50dc6d7-a805-449a-9e0a-8d31e1d12070,87,机器M2,1.2NS,机器M2的时钟周期为1.2纳秒,1.0,3,[fcd20e6478cb21252e55819e879f230b77439a5e558abe106c82c7095a81c3b3526234f5c0863c2be4f17d5cc2787b68d98fa0bf9ba708731f1e1b6e231b690d]
